gene	chr	strand	Num_TSS	Num_TES	TSS_pos	TES_pos
PLTP	chr20	-	1	1	45912155	45898760
PMAIP1	chr18	+	1	2	59899996	59904305
PMEL	chr12	-	1	1	55966039	55954108
PMF1	chr1	+	1	1	156213007	156240039
PMF1-BGLAP	chr1	+	1	1	156213007	156240039
PMM1	chr22	-	1	1	41589828	41576903
PMPCA	chr9	+	1	1	136410658	136423758
PMPCB	chr7	+	1	1	103297442	103312344
PMVK	chr1	-	1	1	154936719	154924741
PNISR	chr6	-	2	1	99401084	99400893
PNKD	chr2	+	1	1	218270519	218272938
PNKP	chr19	-	1	2	49867555	49861205
PNN	chr14	+	1	4	39175254	39180583
PNO1	chr2	+	1	2	68157888	68175664
PNP	chr14	+	2	1	20469406	20477087
PNRC2	chr1	+	1	1	23959828	23963457
POC1A	chr3	-	1	1	52154396	52075254
PODXL	chr7	-	2	1	131500598	131500275
PODXL2	chr3	+	1	1	127629185	127672802
POLB	chr8	+	1	1	42338491	42371806
POLD2	chr7	-	1	1	44123548	44114695
POLD4	chr11	-	1	1	67353546	67351550
POLDIP2	chr17	-	2	2	28357524	28347183
POLDIP3	chr22	-	1	2	42614883	42583722
POLE3	chr9	-	2	1	113410346	113407243
POLE4	chr2	+	1	1	74958643	74969731
POLR1B	chr2	+	1	1	112542465	112576295
POLR1C	chr6	+	1	2	43517100	43523511
POLR1D	chr13	+	1	1	27621892	27623444
POLR2B	chr4	+	1	1	56978896	57031156
POLR2C	chr16	+	1	3	57462679	57472001
POLR2D	chr2	-	1	1	127858116	127846668
POLR2E	chr19	-	1	2	1095354	1088167
POLR2F	chr22	+	2	1	37953699	37967799
POLR2G	chr11	+	1	1	62761580	62766709
POLR2H	chr3	+	2	2	184363361	184368543
POLR2I	chr19	-	2	1	36114873	36113717
POLR2J	chr7	-	1	2	102478899	102473458
POLR2K	chr8	+	1	3	100150656	100154001
POLR2L	chr11	-	3	4	842529	840205
POLR3C	chr1	+	1	1	145824229	145842504
POLR3D	chr8	+	2	1	22245431	22251165
POLR3G	chr5	+	3	3	90474889	90506567
POLR3H	chr22	-	1	1	41544460	41528843
POLR3K	chr16	-	1	1	53608	47052
POMP	chr13	+	1	4	28659133	28678196
PON2	chr7	-	1	1	95435028	95404863
POP4	chr19	+	1	1	29606297	29615799
POP5	chr12	-	1	1	120581378	120579046
POP7	chr7	+	2	1	100706128	100707485
POR	chr7	+	1	1	75915157	75986853
POU5F1	chr6	-	2	1	31170654	31164342
PPA1	chr10	-	2	1	70233399	70202840
PPA2	chr4	-	1	2	105474062	105369570
PPAN	chr19	+	2	1	10106362	10111294
PPAN-P2RY11	chr19	+	2	1	10106362	10111294
PPAT	chr4	-	1	1	56435612	56393367
PPCDC	chr15	+	1	1	75023609	75049740
PPCS	chr1	+	1	1	42456559	42460398
PPDPF	chr20	+	1	1	63520765	63522163
PPHLN1	chr12	+	1	2	42326167	42441526
PPIA	chr7	+	1	2	44796681	44801631
PPIB	chr15	-	2	2	64162994	64155821
PPID	chr4	-	1	2	158723392	158709138
PPIE	chr1	+	1	1	39738892	39753696
PPIF	chr10	+	1	2	79347542	79354715
PPIG	chr2	+	2	2	169584372	169614720
PPIH	chr1	+	1	1	42658423	42676756
PPIL1	chr6	-	1	1	36874796	36854832
PPM1B	chr2	+	1	1	44168887	44231462
PPM1G	chr2	-	2	4	27409591	27381201
PPP1CA	chr11	-	1	1	67401814	67398183
PPP1CC	chr12	-	1	3	110742888	110719812
PPP1R11	chr6	+	1	1	30067248	30070321
PPP1R14A	chr19	-	1	1	38256374	38251239
PPP1R7	chr2	+	1	2	241150489	241167170
PPP2CA	chr5	-	1	2	134226073	134197100
PPP2R1A	chr19	+	2	1	52190052	52226417
PPP2R2B	chr5	-	1	2	146878757	146684915
PPP2R5C	chr14	+	1	1	101809866	101912622
PPP2R5D	chr6	+	1	1	42984570	43012340
PPP4C	chr16	+	1	3	30076003	30085336
PPP5C	chr19	+	1	1	46347097	46390846
PPP6C	chr9	-	1	1	125189792	125149128
PPT1	chr1	-	1	2	40097247	40072715
PQBP1	chrX	+	1	1	48897930	48903142
PRB3	chr12	-	1	1	11267211	11265925
PRCP	chr11	-	1	2	82900430	82824370
PRDX1	chr1	-	4	2	45521884	45511052
PRDX2	chr19	-	1	1	12801800	12796825
PRDX3	chr10	-	1	1	119178812	119167704
PRDX4	chrX	+	1	1	23667518	23686396
PRDX5	chr11	+	2	2	64318161	64321810
PRDX6	chr1	+	1	3	173477337	173488011
PREB	chr2	-	1	1	27134623	27130759
PRELID1	chr5	+	1	2	177303811	177306660
PRELID3B	chr20	-	1	1	59042786	59034277
PRH1	chr12	-	1	1	11171609	10880967
PRIM1	chr12	-	2	1	56752374	56744065
PRKAG1	chr12	-	1	1	49018748	49002276
PRKAR1A	chr17	+	1	1	68512450	68530664
PRKAR1B	chr7	-	1	3	727641	549199
PRKCSH	chr19	+	1	1	11435441	11450965
PRKDC	chr8	-	1	3	47960151	47954360
PRKRA	chr2	-	1	2	178451146	178431547
PRKRIP1	chr7	+	1	2	102396382	102425446
PRMT1	chr19	+	1	1	49677237	49688447
PRMT2	chr21	+	1	2	46635674	46649887
PRMT5	chr14	-	1	1	22929376	22920530
PRNP	chr20	+	1	1	4686456	4701587
PRODH	chr22	-	1	1	18936293	18912782
PRPF3	chr1	+	1	1	150321569	150353190
PRPF31	chr19	+	1	1	54115771	54131709
PRPF38A	chr1	+	1	1	52404602	52417020
PRPF38B	chr1	+	2	3	108699421	108699496
PRPF4B	chr6	+	1	1	4021414	4061904
PRPF6	chr20	+	1	1	63981132	64033098
PRPS1	chrX	+	1	2	107628515	107651023
PRPS2	chrX	+	1	1	12791412	12824218
PRPSAP1	chr17	-	1	2	76353904	76310933
PRR13	chr12	+	1	1	53441762	53446637
PRR5-ARHGAP8	chr22	+	2	2	44752558	44862712
PRRC2C	chr1	+	1	2	171485533	171532760
PRSS8	chr16	-	1	1	31135727	31131435
PRXL2A	chr10	+	1	3	80408550	80432989
PSAP	chr10	-	4	2	71851295	71816301
PSAT1	chr9	+	2	1	78297125	78330090
PSENEN	chr19	+	1	1	35745651	35747002
PSIP1	chr9	-	2	7	15510971	15474122
PSMA1	chr11	-	1	2	14520353	14504877
PSMA2	chr7	-	2	2	42932174	42917413
PSMA3	chr14	+	2	1	58244897	58272000
PSMA3-AS1	chr14	-	1	1	58298115	58265459
PSMA4	chr15	+	2	2	78540444	78549192
PSMA5	chr1	-	1	1	109426417	109401864
PSMA6	chr14	+	2	1	35292392	35317467
PSMA7	chr20	-	1	2	62143424	62136909
PSMB1	chr6	-	1	1	170553307	170535121
PSMB10	chr16	-	1	1	67935673	67934511
PSMB2	chr1	-	1	1	35641519	35603139
PSMB3	chr17	+	1	1	38752761	38764224
PSMB4	chr1	+	1	1	151399581	151401936
PSMB5	chr14	-	2	1	23034885	23025860
PSMB6	chr17	+	1	1	4796184	4798493
PSMB7	chr9	-	2	1	124415442	124353468
PSMC2	chr7	+	1	1	103347665	103368153
PSMC3	chr11	-	3	1	47426247	47418775
PSMC3IP	chr17	-	1	1	42577684	42572311
PSMC4	chr19	+	1	1	39971165	39981440
PSMC5	chr17	+	2	1	63827443	63832019
PSMC6	chr14	+	1	1	52707209	52727993
PSMD1	chr2	+	1	2	231056911	231172759
PSMD10	chrX	-	2	1	108091542	108084209
PSMD11	chr17	+	1	2	32444510	32480960
PSMD12	chr17	-	1	6	67366577	67347464
PSMD13	chr11	+	1	1	236976	252979
PSMD14	chr2	+	1	3	161308475	161411715
PSMD2	chr3	+	1	1	184299251	184309048
PSMD3	chr17	+	1	1	39980860	39997955
PSMD4	chr1	+	1	1	151254756	151267460
PSMD6	chr3	-	1	1	64023472	64010555
PSMD7	chr16	+	1	3	74296835	74305702
PSMD8	chr19	+	1	2	38374784	38383474
PSMD9	chr12	+	1	1	121888840	121916641
PSME1	chr14	+	2	1	24136194	24138962
PSME2	chr14	-	1	2	24146610	24143366
PSME3	chr17	+	2	3	42833418	42843238
PSMF1	chr20	+	1	1	1118627	1165476
PSMG1	chr21	-	2	1	39183427	39175462
PSMG2	chr18	+	1	1	12703042	12725738
PSMG3	chr7	-	1	1	1570032	1567336
PSMG4	chr6	+	1	1	3258999	3267780
PSPC1	chr13	-	1	1	19782945	19702873
PSPH	chr7	-	1	1	56034171	56011068
PTBP1	chr19	+	2	2	797415	812310
PTBP2	chr1	+	1	1	96721788	96814790
PTCD1	chr7	-	1	1	99466164	99458196
PTCD3	chr2	+	1	1	86106235	86138193
PTDSS1	chr8	+	1	1	96261928	96334546
PTGES2	chr9	-	1	1	128127726	128120695
PTGES3	chr12	-	7	3	56688162	56663600
PTGES3L-AARSD1	chr17	-	1	1	42964454	42950528
PTMA	chr2	+	5	6	231708526	231713267
PTMAP4	chr12	-	1	1	9240497	9239324
PTMS	chr12	+	6	4	6766363	6770940
PTN	chr7	-	3	3	137343568	137254861
PTP4A1	chr6	+	2	1	63572559	63581455
PTPA	chr9	+	1	1	129111415	129148943
PTPMT1	chr11	+	1	2	47565604	47571814
PTPN2	chr18	-	2	1	12884231	12785478
PTPRZ1	chr7	+	1	1	121873161	121873413
PTRH1	chr9	-	1	1	127715660	127713949
PTRH2	chr17	-	1	1	59707411	59697308
PTRHD1	chr2	-	2	1	24793345	24790269
PTS	chr11	+	2	2	112226365	112233804
PTTG1	chr5	+	1	1	160421855	160428736
PTTG1IP	chr21	-	1	1	44873681	44849600
PUDP	chrX	-	1	1	7148136	7048922
PUF60	chr8	-	1	1	143829315	143816379
PUM3	chr9	-	1	2	2844064	2834044
PUSL1	chr1	+	1	1	1308569	1311676
PVT1	chr8	+	2	1	127973706	128101252
PWP1	chr12	+	2	1	107685799	107712465
PXN-AS1	chr12	+	1	1	120201308	120212766
PYCARD	chr16	-	1	1	31202754	31201490
PYCR1	chr17	-	1	1	81937259	81932394
PYCR2	chr1	-	1	1	225924250	225919880
PYGL	chr14	-	1	1	50944483	50905219
PYM1	chr12	-	2	2	55927890	55901415
PYURF	chr4	-	1	1	88523746	88521010
QARS	chr3	-	1	1	49104758	49095939
QDPR	chr4	-	1	4	17512090	17486925
QPRT	chr16	+	2	2	29679180	29697635
QTRT1	chr19	+	1	1	10701454	10713362
R3HCC1	chr8	+	1	1	23288118	23296276
RAB10	chr2	+	1	1	26034118	26135380
RAB11A	chr15	+	3	3	65869514	65887920
RAB11B	chr19	+	1	2	8390411	8404429
RAB13	chr1	-	1	3	153986339	153981964
RAB17	chr2	-	2	1	237591095	237574328
RAB18	chr10	+	2	2	27504304	27538510
RAB1A	chr2	-	1	1	65130106	65087880
RAB1B	chr11	+	1	1	66268639	66277490
RAB25	chr1	+	1	1	156061163	156070500
RAB2A	chr8	+	2	2	60516953	60620935
RAB31	chr18	+	1	2	9708301	9859589
RAB34	chr17	-	8	1	28718393	28714285
RAB38	chr11	-	1	1	88175441	88113252
RAB3B	chr1	-	1	3	51990693	51912137
RAB3D	chr19	-	2	2	11346249	11342781
RAB4A	chr1	+	1	3	229271111	229304405
RAB4B-EGLN2	chr19	+	2	2	40799191	40808431
RAB5A	chr3	+	1	1	19947379	19985173
RAB5C	chr17	-	1	1	42154989	42124982
RAB5IF	chr20	+	1	2	36605784	36612553
RAB6A	chr11	-	1	1	73761074	73675896
RAB7A	chr3	+	1	3	128726184	128814796
RAB8A	chr19	+	1	3	16111893	16133633
RABAC1	chr19	-	1	1	41959321	41956686
RABEPK	chr9	+	2	1	125200585	125233997
RABGAP1L	chr1	+	1	1	174874419	174958186
RABIF	chr1	-	1	2	202889134	202880828
RAC1	chr7	+	2	1	6374549	6403964
RAC3	chr17	+	1	1	82032116	82034201
RACK1	chr5	-	9	4	181243906	181236952
RAD1	chr5	-	3	3	34915565	34905265
RAD23A	chr19	+	1	1	12945862	12953641
RAD51C	chr17	+	1	1	58692602	58734329
RAE1	chr20	+	1	1	57351239	57378456
RALA	chr7	+	2	1	39623572	39708114
RALY	chr20	+	1	1	33993911	34080259
RAN	chr12	+	1	4	130872071	130876278
RANBP1	chr22	+	2	3	20117554	20127179
RANBP2	chr2	+	1	1	108719482	108784104
RANBP3	chr19	-	1	2	5978090	5917322
RANGAP1	chr22	-	2	2	41286187	41245612
RANGRF	chr17	+	1	1	8288671	8290083
RAP1B	chr12	+	1	1	68610925	68660520
RARRES2	chr7	-	2	1	150341664	150338330
RARS	chr5	+	1	1	168486478	168519298
RARS2	chr6	-	1	1	87589977	87514385
RASL11B	chr4	+	1	1	52862317	52866826
RBBP4	chr1	+	3	1	32651280	32680649
RBBP7	chrX	-	3	1	16870332	16844654
RBFA	chr18	+	1	1	80034478	80046387
RBFOX2	chr22	-	1	2	35838698	35838272
RBM14	chr11	+	1	1	66616630	66627340
RBM14-RBM4	chr11	+	2	2	66638706	66646465
RBM17	chr10	+	1	2	6089062	6105070
RBM18	chr9	-	1	1	122264821	122241670
RBM25	chr14	+	3	4	73058535	73110897
RBM27	chr5	+	2	1	146203634	146286113
RBM3	chrX	+	1	1	48574511	48578281
RBM34	chr1	-	1	1	235161241	235131650
RBM39	chr20	-	1	4	35742221	35738973
RBM4	chr11	+	1	2	66638706	66646465
RBM42	chr19	+	3	1	35629066	35637684
RBM6	chr3	+	1	1	49940150	50077246
RBM8A	chr1	-	2	3	145927453	145925724
RBMX	chrX	-	2	3	136880725	136879442
RBP1	chr3	-	1	1	139539586	139517442
RBPJ	chr4	+	2	2	26321014	26431184
RBPMS	chr8	+	2	2	30384541	30547510
RBPMS2	chr15	-	2	1	64775313	64739898
RBX1	chr22	+	1	2	40951378	40972662
RCC1	chr1	+	2	2	28506046	28509633
RCC2	chr1	-	1	3	17407424	17406760
RCE1	chr11	+	1	1	66843441	66846523
RCHY1	chr4	-	1	1	75514293	75482008
RCN1	chr11	+	1	2	32091123	32105535
RCN2	chr15	+	3	2	76931755	76949902
RDH11	chr14	-	1	1	67695730	67677393
RDH14	chr2	-	1	1	18560653	18554733
REEP5	chr5	-	2	2	112922224	112878648
RER1	chr1	+	2	2	2391837	2403216
RERE	chr1	-	1	1	8817665	8352406
REX1BD	chr19	+	2	1	18588798	18592336
REXO2	chr11	+	1	2	114439488	114450276
RF00015	chr2	+	1	6	231711349	231713267
RF00019	chr1	-	3	5	175023418	31777524
RF00134	chr2	+	1	2	206159895	206162925
RF00345	chr16	-	1	1	2155335	2154805
RF01159	chr15	-	2	1	66503158	66500153
RF02271	chr2	+	2	2	206159895	206162925
RFC2	chr7	-	1	3	74254400	74231665
RFC3	chr13	+	1	1	33818140	33837497
RFC4	chr3	-	1	1	186806463	186789907
RFC5	chr12	+	2	1	118016729	118032231
RFXANK	chr19	+	1	1	19192958	19201862
RGS5	chr1	-	1	1	163202912	163145896
RHEB	chr7	-	2	1	151519653	151466712
RHNO1	chr12	+	1	1	2877228	2889456
RHOA	chr3	-	2	4	49411992	49357180
RHOC	chr1	-	2	1	112707102	112701133
RHOG	chr11	-	1	1	3840951	3826980
RHOT2	chr16	+	1	2	668132	674132
RIC8A	chr11	+	1	1	208805	215106
RIDA	chr8	-	2	1	98117171	98102345
RIOK2	chr5	-	2	1	97183242	97162937
RITA1	chr12	+	1	1	113185721	113192153
RMDN3	chr15	-	2	1	40755254	40735889
RMND5B	chr5	+	1	1	178131014	178148565
RNASEH1	chr2	-	1	2	3558310	3545578
RNASEH2A	chr19	+	3	2	12806634	12813524
RNASEH2C	chr11	-	1	1	65720798	65719685
RNASEK	chr17	+	1	1	7012634	7014531
RNASEK-C17orf49	chr17	+	3	2	7012634	7014531
RNASET2	chr6	-	1	1	166956585	166929525
RND2	chr17	+	1	1	43025505	43029224
RND3	chr2	-	1	2	150487667	150468199
RNF10	chr12	+	1	1	120534356	120576885
RNF114	chr20	+	1	1	49936397	49952210
RNF121	chr11	+	1	1	71929043	71997593
RNF126	chr19	-	2	2	663184	647811
RNF138	chr18	+	1	1	32092694	32130721
RNF141	chr11	-	1	1	10541187	10514743
RNF167	chr17	+	1	1	4940614	4945219
RNF181	chr2	+	1	1	85595745	85597579
RNF187	chr1	+	1	1	228487394	228494968
RNF2	chr1	+	1	1	185045558	185102172
RNF216P1	chr7	+	1	1	4974044	4998164
RNF25	chr2	-	1	1	218671979	218663892
RNF26	chr11	+	1	1	119334527	119337307
RNF34	chr12	+	1	1	121400129	121424348
RNF4	chr4	+	1	1	2469107	2515854
RNF7	chr3	+	3	4	141738319	141745700
RNH1	chr11	-	2	1	507232	494516
RNPS1	chr16	-	1	1	2268114	2253123
RO60	chr1	+	1	1	193059635	193091772
ROMO1	chr20	+	1	1	35699423	35700979
RP9	chr7	-	1	1	33109398	33095342
RPA1	chr17	+	1	1	1830005	1898067
RPA2	chr1	-	1	2	27914549	27891539
RPA3	chr7	-	2	3	7640437	7636926
RPAIN	chr17	+	1	2	5420185	5432695
RPAP1	chr15	-	1	1	41544257	41517180
RPF1	chr1	+	1	1	84479271	84497676
RPF2	chr6	+	1	1	110982065	111025588
RPIA	chr2	+	1	1	88691673	88750928
RPL10	chrX	+	8	1	154398377	154400912
RPL10A	chr6	+	1	3	35468404	35470779
RPL11	chr1	+	2	3	23691806	23696413
RPL12	chr9	-	3	4	127451405	127447678
RPL13	chr16	+	9	7	89560682	89563076
RPL13A	chr19	+	6	2	49487608	49492305
RPL14	chr3	+	1	6	40457339	40462273
RPL15	chr3	+	1	3	23917148	23919549
RPL17	chr18	-	3	1	49492479	49488488
RPL17-C18orf32	chr18	-	4	2	49492479	49488488
RPL18	chr19	-	1	1	48619178	48615332
RPL18A	chr19	+	1	1	17859910	17863319
RPL19	chr17	+	5	4	39200312	39204727
RPL21	chr13	+	3	1	27251554	27256533
RPL22	chr1	-	1	1	6199596	6186220
RPL22L1	chr3	-	1	2	170870195	170866322
RPL23	chr17	-	1	4	38853739	38850099
RPL23A	chr17	+	2	3	28719991	28723933
RPL24	chr3	-	2	2	101686705	101681093
RPL26	chr17	-	2	2	8383193	8377526
RPL26L1	chr5	+	1	1	172959451	172969719
RPL27	chr17	+	3	1	42998449	43002952
RPL27A	chr11	+	2	3	8682792	8685846
RPL28	chr19	+	5	2	55385932	55388372
RPL29	chr3	-	2	1	51995895	51993629
RPL3	chr22	-	5	2	39319623	39312887
RPL30	chr8	-	1	2	98045545	98041726
RPL31	chr2	+	6	2	101002293	101006418
RPL32	chr3	-	2	2	12841541	12836048
RPL34	chr4	+	4	4	108620577	108625254
RPL35	chr9	-	4	2	124861957	124857884
RPL35A	chr3	+	3	3	197950193	197955846
RPL36	chr19	+	4	2	5690277	5691663
RPL36A	chrX	+	2	2	101391011	101395792
RPL36A-HNRNPH2	chrX	+	3	3	101391011	101395792
RPL36AL	chr14	-	1	3	49620620	49618691
RPL37	chr5	-	5	2	40835212	40832457
RPL37A	chr2	+	4	5	216498844	216501463
RPL38	chr17	+	2	1	74203675	74209877
RPL39	chrX	-	2	1	119791628	119786508
RPL39L	chr3	-	3	1	187139496	187120953
RPL4	chr15	-	4	2	66504846	66499329
RPL41	chr12	+	2	1	56116632	56117831
RPL5	chr1	+	3	3	92832038	92841919
RPL6	chr12	-	3	2	112409605	112405970
RPL7	chr8	-	1	1	73293632	73290644
RPL7A	chr9	+	3	2	133348222	133351423
RPL7L1	chr6	+	1	2	42879920	42886994
RPL7P9	chr1	-	1	1	96679641	96678802
RPL8	chr8	-	8	3	144792390	144789770
RPL9	chr4	-	1	1	39458922	39454138
RPLP0	chr12	-	6	1	120201107	120196709
RPLP1	chr15	+	5	2	69452819	69455543
RPLP2	chr11	+	3	1	809967	812874
RPN1	chr3	-	1	1	128650816	128619978
RPN2	chr20	+	3	2	37179330	37241398
RPP14	chr3	+	1	1	58306262	58318075
RPP21	chr6	+	2	1	30345156	30346855
RPP25	chr15	-	1	1	74956769	74955310
RPP25L	chr9	-	1	1	34612097	34610498
RPP30	chr10	+	1	1	90871974	90900759
RPP40	chr6	-	1	1	5004037	4995047
RPRD1A	chr18	-	1	1	36067559	36025599
RPS10	chr6	-	4	1	34426062	34417466
RPS10-NUDT3	chr6	-	4	1	34426062	34417466
RPS11	chr19	+	5	1	49496433	49499688
RPS12	chr6	+	3	2	132814569	132817563
RPS13	chr11	-	3	1	17077669	17074394
RPS14	chr5	-	2	2	150449737	150444242
RPS15	chr19	+	2	1	1438405	1440493
RPS15A	chr16	-	3	3	18790334	18782970
RPS16	chr19	-	3	3	39435948	39433212
RPS18	chr6	+	3	1	33272077	33276505
RPS19	chr19	+	4	2	41860255	41871413
RPS19BP1	chr22	-	1	1	39532748	39529097
RPS2	chr16	-	5	1	1964826	1962063
RPS20	chr8	-	4	1	56074508	56073058
RPS21	chr20	+	2	1	62387108	62388518
RPS23	chr5	-	1	1	82278354	82276066
RPS24	chr10	+	4	5	78033863	78040696
RPS25	chr11	-	2	1	119018344	119015717
RPS26	chr12	+	3	3	56042146	56044219
RPS27	chr1	+	2	1	153990762	153992145
RPS27A	chr2	+	6	1	55232688	55235605
RPS27L	chr15	-	1	1	63157477	63153856
RPS28	chr19	+	2	1	8321500	8322394
RPS29	chr14	-	5	1	49586376	49583577
RPS3	chr11	+	4	1	75399519	75405688
RPS3A	chr4	+	3	1	151099627	151104636
RPS4X	chrX	-	2	1	72277218	72272604
RPS5	chr19	+	1	2	58387269	58394802
RPS6	chr9	-	6	7	19380236	19376258
RPS6KB2	chr11	+	1	1	67428520	67435401
RPS7	chr2	+	4	2	3575325	3580917
RPS8	chr1	+	4	3	44775574	44778737
RPS9	chr19	+	5	1	54200858	54207645
RPSA	chr3	+	3	1	39406721	39412440
RPUSD1	chr16	-	1	1	788363	784982
RPUSD3	chr3	-	1	2	9844005	9837852
RRAGA	chr9	+	2	2	19049427	19050983
RRAS2	chr11	-	2	2	14359171	14277924
RRBP1	chr20	-	1	1	17682214	17613680
RRM1	chr11	+	1	1	4094805	4138873
RRM2	chr2	+	1	3	10122739	10129798
RRP1	chr21	+	2	1	43789577	43804098
RRP12	chr10	-	1	1	97419087	97356702
RRP15	chr1	+	1	2	218285293	218332868
RRP1B	chr21	+	1	1	43659562	43696054
RRP7A	chr22	-	1	2	42519804	42512563
RRP9	chr3	-	2	1	51941885	51933431
RRS1	chr8	+	1	2	66429030	66430718
RSL1D1	chr16	-	1	4	11851534	11837354
RSL24D1	chr15	-	1	2	55196936	55181316
RSRC1	chr3	+	1	1	158110089	158545728
RSRC2	chr12	-	1	2	122526936	122505059
RSU1	chr10	-	1	2	16817424	16592914
RTCB	chr22	-	1	1	32412248	32387582
RTF1	chr15	+	1	1	41417132	41464801
RTF2	chr20	+	3	2	56468657	56518882
RTL8A	chrX	-	1	1	135052127	135050943
RTL8C	chrX	+	1	1	135032355	135033538
RTN3	chr11	+	2	3	63681500	63759868
RTN4	chr2	-	3	2	55050500	54972812
RTRAF	chr14	+	2	1	51989583	52004692
RUSC1	chr1	+	2	1	155324514	155331112
RUVBL1	chr3	-	1	1	128123800	128080962
RUVBL2	chr19	+	1	1	48993905	49015925
RWDD1	chr6	+	1	1	116571504	116593265
S100A10	chr1	-	1	3	151993812	151982918
S100A11	chr1	-	2	1	152037004	152032508
S100A13	chr1	-	1	1	153627505	153618810
S100A4	chr1	-	1	1	153545806	153543621
S100A6	chr1	-	2	1	153536012	153534602
SAAL1	chr11	-	1	1	18106063	18080346
SAC3D1	chr11	+	2	1	65041211	65044826
SAE1	chr19	+	1	1	47130889	47210190
SAFB	chr19	+	1	2	5623131	5668468
SAFB2	chr19	-	1	1	5622776	5587000
SALL2	chr14	-	1	1	21522448	21521083
SAMM50	chr22	+	2	1	43955473	43996529
SAP18	chr13	+	2	4	21140594	21147601
SAP30BP	chr17	+	1	1	75667362	75706754
SAR1A	chr10	-	1	2	70170472	70150207
SAR1B	chr5	-	1	2	134632825	134606430
SARAF	chr8	-	1	1	30083074	30063098
SARNP	chr12	-	1	1	55817722	55757291
SARS	chr1	+	2	2	109213932	109238120
SARS2	chr19	-	1	1	38930758	38915269
SART3	chr12	-	1	1	108561173	108522691
SAT1	chrX	+	1	1	23783173	23786206
SAT2	chr17	-	1	1	7627819	7626237
SC5D	chr11	+	1	1	121292776	121308628
SCAF11	chr12	-	2	2	45990594	45926721
SCAMP2	chr15	-	1	1	74873351	74843732
SCAMP3	chr1	-	1	1	155262266	155255982
SCAND1	chr20	-	2	1	35954502	35953624
SCARNA22	chr4	+	1	1	1974636	1974763
SCCPDH	chr1	+	2	1	246724414	246767466
SCD	chr10	+	2	3	100347298	100364823
SCG3	chr15	+	1	1	51681721	51692336
SCGB3A2	chr5	+	1	1	147872290	147882190
SCLY	chr2	+	1	3	238061023	238099412
SCNM1	chr1	+	2	1	151166144	151169134
SCO1	chr17	-	1	1	10697532	10680338
SCO2	chr22	-	2	2	50525554	50523572
SCOC	chr4	+	1	1	140373645	140382550
SCP2	chr1	+	1	1	53014942	53051610
SCRN3	chr2	+	1	1	174396515	174396796
SDAD1	chr4	-	1	2	75990939	75971357
SDC1	chr2	-	1	1	20225130	20200799
SDC2	chr8	+	2	1	96493813	96610632
SDC4	chr20	-	1	1	45348424	45325291
SDCBP	chr8	+	1	1	58553261	58582856
SDF2	chr17	-	2	1	28661906	28648619
SDF2L1	chr22	+	1	1	21642320	21644298
SDF4	chr1	-	1	1	1232001	1216915
SDHAF1	chr19	+	1	1	35995190	35996311
SDHAF2	chr11	+	1	1	61430134	61446720
SDHB	chr1	-	1	2	17054029	17018732
SDHD	chr11	+	1	1	112086899	112095772
SDR39U1	chr14	-	1	1	24442775	24439769
SEC11A	chr15	-	4	2	84716114	84669546
SEC11C	chr18	+	1	1	59139893	59158829
SEC13	chr3	-	1	1	10321102	10300935
SEC61B	chr9	+	1	2	99222277	99230610
SEC61G	chr7	-	1	1	54759211	54752257
SELENOF	chr1	-	1	2	86914116	86862751
SELENOH	chr11	+	2	1	57741589	57743037
SELENOK	chr3	-	1	1	53891859	53885200
SELENOM	chr22	-	2	1	31107568	31104779
SELENOS	chr15	-	1	1	101277446	101272191
SELENOT	chr3	+	2	2	150603321	150628251
SELENOW	chr19	+	3	1	47778709	47784682
SEM1	chr7	-	1	1	96709846	96688769
SEMA6A	chr5	-	2	1	116446460	116445755
SENP3-EIF4A1	chr17	+	2	4	7572826	7578623
SEPHS1	chr10	-	2	3	13348029	13317440
SEPHS2	chr16	-	1	1	30445874	30443633
SEPT11	chr4	+	3	2	76949751	77037358
SEPT2	chr2	+	1	3	241315946	241352551
SEPT7	chr7	+	1	3	35801219	35905305
SERBP1	chr1	-	3	6	67430386	67413123
SERF2	chr15	+	2	2	43792354	43794041
SERINC5	chr5	-	1	1	80256046	80138731
SERP1	chr3	-	2	4	150546496	150544219
SERPINB9	chr6	-	1	2	2903309	2887275
SERPINE1	chr7	+	1	2	101127104	101138303
SERPINE2	chr2	-	1	1	224039286	223975162
SERPINH1	chr11	+	1	1	75562253	75572780
SET	chr9	+	5	10	128683830	128696386
SF3A2	chr19	+	2	1	2236836	2248654
SF3A3	chr1	-	3	4	37989987	37957960
SF3B1	chr2	-	1	1	197435010	197391984
SF3B2	chr11	+	1	3	66052368	66068889
SF3B3	chr16	+	1	1	70523816	70572295
SF3B4	chr1	-	1	1	149927783	149923320
SF3B5	chr6	-	2	1	144095570	144094887
SF3B6	chr2	-	3	1	24076326	24067591
SFPQ	chr1	-	1	2	35193145	35183602
SFRP1	chr8	-	1	1	41309471	41261964
SFRP2	chr4	-	1	2	153789083	153780592
SFSWAP	chr12	+	1	1	131711095	131725621
SFT2D1	chr6	-	2	1	166342554	166320031
SFXN1	chr5	+	2	2	175478560	175528612
SFXN5	chr2	-	1	1	73071709	73053330
SGCB	chr4	-	1	2	52038271	52023935
SGF29	chr16	+	1	1	28553925	28591788
SGTA	chr19	-	1	1	2783273	2754722
SH3BGRL	chrX	+	2	1	81202102	81298543
